size,bedrooms,bathrooms,age,garage,neighborhood,school_rating,price
3449,2,1,55,3,South,5,1086478
4225,3,2,86,2,West,7,1323581
3753,5,3,86,1,Central,3,1307082
1648,2,3,9,0,West,10,670059
2685,1,3,83,0,North,8,777813
1715,4,1,86,3,North,7,600632
2142,3,1,98,3,North,10,648948
3258,2,2,42,2,East,5,1065506
4324,2,1,58,2,East,3,1326617
2867,1,1,31,3,North,1,908595
2089,1,1,11,3,West,3,721103
3374,1,3,47,3,South,3,1093477
1946,5,2,5,0,West,8,882446
2919,4,3,11,1,East,3,1153092
2881,3,3,81,2,Central,4,968950
2475,5,3,54,2,North,4,998677
1900,3,3,17,2,West,10,799025
1222,2,1,80,0,Central,5,328584
1370,2,1,99,1,North,3,344996
2485,5,2,71,1,North,6,922212
3151,3,1,32,1,West,2,1067181
3801,3,2,3,2,North,2,1361509
4135,3,2,39,2,East,3,1399789
1463,3,2,77,1,Central,1,497096
2440,1,2,60,0,North,8,724543
2886,3,1,62,0,South,5,923181
3165,4,3,65,3,East,2,1143749
2654,1,1,14,1,North,6,866292
1882,1,2,73,1,East,7,537898
4667,5,1,67,1,Central,1,1559696
2868,5,3,97,2,North,5,1017113
1450,3,2,14,0,West,2,625491
1966,2,1,66,0,South,1,593786
3865,1,3,76,2,East,6,1168474
1721,5,2,89,0,West,8,646769
2703,5,2,14,3,South,3,1123058
3247,1,2,43,2,West,5,1013531
3352,2,3,83,0,West,6,1037907
2747,1,2,90,3,East,6,783090
2039,1,3,92,3,South,5,602096
2485,5,3,20,2,West,3,1055895
3611,1,3,71,0,East,1,1075252
4932,3,1,9,2,North,1,1659742
4007,5,1,14,1,Central,3,1460991
4982,5,1,48,1,East,8,1694354
1333,1,2,75,2,West,10,388717
2670,1,3,81,1,South,1,781864
4066,4,1,61,3,East,3,1348881
1776,5,3,53,1,North,6,786741
2604,1,2,33,0,North,5,824342
1666,3,3,0,0,North,10,743376
1731,5,3,85,1,Central,5,701613
1387,1,3,80,2,West,1,418222
3664,4,2,83,2,East,2,1203730
4287,5,2,20,2,Central,3,1570772
3795,2,3,66,3,Central,1,1227213
2856,2,1,65,1,Central,2,874637
2300,4,1,36,1,West,8,859682
3602,2,2,28,2,North,10,1197687
1409,1,3,57,0,North,9,457354
4309,1,2,18,0,West,7,1372216
4023,2,2,29,2,North,4,1325063
2701,2,3,92,2,Central,1,844544
1447,3,3,69,2,West,4,562352
3234,5,1,32,0,South,3,1186721
1321,2,2,44,3,South,9,496194
2471,5,2,7,3,South,2,1076822
4025,5,2,45,0,West,9,1419332
3805,5,3,54,3,South,7,1401812
2242,4,1,67,0,East,1,775509
2342,4,3,9,1,North,5,980942
4778,2,2,78,1,Central,2,1445491
4970,3,3,23,1,Central,3,1692760
3619,3,1,33,3,East,9,1228087
1708,1,3,61,1,East,5,532504
3613,4,2,14,3,Central,5,1342665
2238,3,3,33,0,East,4,847582
4974,3,3,46,3,East,1,1675261
2056,1,2,95,3,Central,1,564236
4982,4,2,52,3,Central,5,1688564
4216,3,2,62,1,North,2,1361218
3091,2,3,44,0,West,5,1028344
2496,5,3,32,1,South,10,1032980
1270,5,1,64,0,East,5,528477
3313,2,3,80,3,East,8,1060134
4180,2,2,78,1,South,6,1270442
2813,5,3,95,2,South,8,1023231
4050,4,2,20,0,West,6,1434240
2540,2,3,44,3,North,4,902232
4854,4,1,11,2,East,5,1680498
1052,3,1,7,0,West,9,485327
2798,2,2,17,2,West,9,984312
3204,1,1,3,3,North,1,1071115
1584,1,1,77,2,South,1,421046
4774,3,3,58,1,West,6,1559483
2689,5,3,88,3,West,3,1001691
2626,2,2,60,1,West,9,844941
2879,3,3,33,3,South,7,1058125
3355,4,1,26,1,South,9,1203670
3963,4,1,31,1,North,9,1360755
3473,2,1,60,1,West,9,1059643
1994,3,3,2,1,East,2,840223
1333,4,2,95,3,South,9,496399
4719,2,1,26,0,East,5,1492893
3277,1,3,12,0,East,10,1098571
3570,1,2,97,2,Central,9,1012883
2338,5,2,20,1,South,7,978393
1220,4,1,22,0,West,4,553558
1301,5,1,49,1,Central,4,577913
3441,4,2,66,2,East,7,1182843
2351,1,3,69,3,South,4,741921
3917,2,1,11,2,Central,2,1297055
1023,1,2,25,2,East,7,381990
3929,1,3,7,1,West,4,1309321
3493,1,3,96,0,South,10,1001025
2380,1,1,46,3,East,7,730033
1867,3,3,7,1,North,2,787014
2273,3,1,43,3,Central,3,804021
4904,5,3,15,1,North,9,1791155
1828,2,3,64,0,North,5,602695
1115,5,1,78,0,East,3,453054
4700,3,2,65,0,West,9,1499246
4485,3,3,79,0,West,7,1435151
3766,3,2,69,1,East,1,1217050
4618,2,3,16,1,North,5,1547793
3288,2,3,90,2,Central,1,1024278
1457,3,1,27,0,West,2,571189
1186,2,2,1,1,South,10,517709
4490,5,3,45,2,East,7,1617182
2098,4,1,28,1,South,2,820452
2563,1,3,84,2,North,10,770014
1330,4,2,38,1,West,5,597074
3500,5,3,24,3,North,8,1380514
1984,1,1,43,1,North,6,601369
4922,4,3,40,2,West,8,1711332
2708,4,2,20,2,North,4,1049575
1528,3,3,73,3,North,2,590311
2585,2,3,30,3,East,9,935085
1475,1,3,32,2,East,7,528998
4933,4,1,67,2,West,7,1596621
2255,4,1,29,3,North,8,873018
4841,2,2,98,0,Central,3,1424639
3731,4,2,87,2,East,7,1231258
1258,2,1,95,2,South,3,340681
2597,5,3,23,0,Central,5,1069534
3348,4,1,5,0,East,2,1221233
3717,1,1,33,3,East,6,1166839
1210,4,2,46,1,Central,6,531585
4193,5,2,24,1,South,1,1528011
2405,5,2,47,0,West,4,940839
1500,3,2,14,2,Central,10,658618
2938,4,2,54,2,North,9,1054091
4875,3,2,59,0,East,6,1554966
3851,2,3,95,3,Central,7,1189857
4034,2,1,60,2,West,6,1238203
3097,2,1,43,2,South,8,1002003
4861,4,1,28,2,South,6,1653577
1929,3,1,12,0,West,2,729288
2291,1,1,15,2,West,1,765024
4247,4,2,69,2,East,7,1413072
3183,3,3,32,1,South,3,1147065
2293,1,2,13,3,Central,8,799237
1866,5,2,94,0,Central,9,682217
2118,4,1,72,1,Central,9,730332
1483,2,2,68,3,West,10,503515
1924,4,2,87,2,East,4,687664
1919,2,1,76,1,West,5,569602
4851,2,2,66,2,East,4,1509060
2865,4,1,60,3,South,9,1000785
4630,3,1,3,0,South,8,1564615
3894,3,3,12,2,South,6,1406824
4939,1,1,22,2,North,2,1543985
3967,5,2,87,3,East,8,1357348
4222,4,2,73,0,West,7,1371509
1348,4,2,73,3,Central,1,541307
2027,3,2,26,2,East,5,785566
4089,5,3,42,3,East,7,1505901
1901,1,3,46,2,West,10,635407
3489,3,3,99,0,East,4,1089899
3896,5,2,51,0,East,3,1374796
1584,3,1,4,2,West,9,658702
1629,2,1,28,2,East,3,577313
2526,5,1,9,0,West,6,1021135
2022,4,3,11,1,West,9,876869
1871,2,2,44,0,Central,9,629934
3486,5,2,62,2,Central,6,1245526
4907,5,1,42,2,North,4,1685418
3898,4,2,52,3,South,5,1347242
4131,4,1,2,1,North,4,1465300
2779,1,3,44,3,North,5,924107
3708,5,2,25,0,South,7,1367801
2381,1,2,17,2,East,7,809063
1290,2,3,20,0,Central,6,538736
4520,3,1,76,3,North,8,1421817
1131,1,1,62,3,East,8,325269
4439,5,1,59,2,North,10,1520221
2240,2,2,69,3,East,1,732067
2944,4,2,80,3,West,10,1016652
1661,5,2,58,0,Central,1,695153
1975,4,1,62,0,South,7,688987
4595,1,1,98,0,East,4,1260918
3546,1,2,5,0,East,7,1160829
2245,3,3,74,1,West,2,777255
3292,2,3,81,0,East,2,1018293
3832,2,2,89,1,South,5,1146685
2039,4,2,45,0,Central,9,785893
1092,3,3,1,1,North,6,582007
2869,2,1,32,3,South,8,959218
4543,4,1,32,1,Central,7,1530916
2826,4,2,76,3,Central,7,983945
2056,4,3,50,3,North,2,835667
2067,5,3,23,2,West,1,941533
3876,4,3,33,0,South,3,1395756
1459,5,2,80,0,East,7,580631
3043,3,1,61,1,Central,2,986259
1720,4,3,24,0,South,10,765053
4267,5,3,5,3,South,4,1644647
1851,4,1,92,0,North,4,600843
1315,1,2,50,3,Central,2,428046
3625,2,3,79,0,North,10,1119343
3839,3,1,49,0,East,1,1240535
4029,1,3,81,1,West,7,1201352
1637,1,3,52,1,West,4,541699
4255,4,3,84,3,Central,9,1429031
2138,3,1,49,0,West,6,714554
1966,5,3,59,0,Central,1,807018
3897,1,1,76,1,East,8,1098899
3377,4,1,73,3,Central,7,1130958
1277,3,2,18,1,West,6,568098
4388,5,3,15,3,North,1,1649075
4452,1,3,68,0,Central,6,1342829
3914,4,3,23,1,North,9,1432511
1050,4,3,77,0,South,8,459665
1514,5,3,99,2,South,2,612421
1455,1,2,34,1,North,6,485847
2053,1,1,11,3,East,4,701035
1947,4,2,85,1,East,5,675990
3011,4,3,89,3,Central,5,1043853
4117,2,1,77,2,South,3,1233986
2873,3,2,73,3,North,6,964816
3498,5,2,32,1,Central,9,1310609
2451,1,1,88,1,Central,5,642638
1678,1,2,93,3,West,3,457254
4404,4,3,66,2,East,5,1499832
3850,5,3,65,1,North,3,1383835
3270,2,3,36,3,North,3,1133086
3269,5,1,2,3,Central,7,1283872
1046,1,1,10,3,West,1,405303
1068,3,2,19,0,West,8,495816
2530,4,3,87,1,Central,6,894243
3259,4,2,14,1,Central,8,1223258
2669,3,1,21,1,West,2,957742
4763,2,1,41,2,South,1,1491734
4119,4,2,26,3,South,2,1472636
3841,4,1,25,1,South,10,1348338
2068,2,1,94,3,East,9,585286
3689,1,1,77,2,West,8,1053864
2044,3,2,88,0,North,4,644922
4083,4,3,89,0,East,8,1333300
4464,5,3,96,2,Central,1,1516922
2716,5,1,60,0,North,6,973999
2271,3,1,53,2,South,10,777738
1580,4,1,40,1,South,1,636831
2365,2,3,73,0,East,8,763300
4823,4,3,12,2,West,5,1730007
3913,2,2,30,3,North,8,1310049
2298,5,3,2,3,South,3,1053511
1031,4,1,93,0,South,1,356671
2048,2,3,16,2,Central,6,783652
2691,5,1,61,0,South,8,973248
3264,3,3,36,1,North,8,1150443
4487,2,3,62,0,North,5,1417437
4252,2,2,77,0,Central,5,1289177
2749,4,3,22,2,South,9,1100181
2173,5,1,81,1,Central,1,776918
3825,1,1,57,0,South,10,1105602
4641,5,3,15,0,South,4,1712097
1247,1,2,18,2,East,4,476506
1583,1,1,25,3,West,3,539785
4800,5,1,94,2,South,8,1557576
4425,4,2,80,3,North,5,1447721
2200,3,3,23,1,South,3,864305
4839,3,1,93,2,Central,1,1457873
1299,2,1,16,1,South,4,498068
4414,5,2,41,0,South,4,1556222
3661,2,1,6,2,West,5,1236193
3090,5,2,52,1,North,4,1134454
1792,4,1,89,2,West,4,607954
4254,5,1,86,3,West,5,1405842
4463,2,2,89,0,East,2,1330880
2726,5,1,67,0,Central,1,956467
3191,1,3,94,0,North,9,903049
4885,3,3,90,0,East,9,1519571
1636,2,1,94,0,South,7,425813
2379,1,3,97,3,East,3,684993
4314,5,2,15,1,West,10,1591099
2069,5,1,38,3,North,8,859820
1725,3,2,94,2,South,10,567643
2495,5,2,27,0,South,5,1007053
1981,3,3,10,3,North,2,853066
1696,4,3,85,1,East,5,632535
4003,2,3,23,2,Central,5,1360735
1990,5,3,47,2,South,9,865647
1185,1,2,31,3,West,10,433782
2780,3,1,32,0,West,5,954469
4223,1,1,55,2,West,2,1264720
3234,4,2,62,0,North,10,1096295
4564,5,1,19,1,Central,5,1619435
3475,2,2,76,2,North,7,1067532
4018,5,2,62,2,North,5,1413767
1487,4,1,16,2,North,5,667735
1235,3,3,9,1,Central,8,609829
1694,1,3,71,0,West,2,498377
4420,2,2,67,2,West,4,1373877
3036,1,2,86,2,South,2,865733
4679,4,2,53,3,Central,9,1585321
2882,4,2,97,3,Central,5,966967
2809,1,3,88,1,North,1,815723
1103,2,3,34,0,Central,2,459652
2735,2,1,41,1,Central,7,880696
1164,1,1,56,2,Central,1,338797
4277,2,1,27,1,Central,1,1364650
1076,1,1,91,0,Central,5,214144
3042,5,3,87,2,Central,10,1098530
1550,4,2,60,1,Central,1,623574
2078,1,3,40,0,South,1,679915
1439,5,3,72,2,South,2,652017
4001,4,1,86,2,West,1,1274047
2946,2,2,83,2,Central,8,897357
4500,4,3,27,0,Central,3,1581719
3732,3,1,31,1,Central,7,1254021
4892,5,3,5,2,South,9,1817831
1324,1,3,12,3,South,3,538096
3207,2,3,3,2,West,6,1159527
2966,3,1,3,0,West,8,1062987
4388,3,3,72,3,South,5,1433175
4755,3,1,56,3,Central,2,1524348
4990,1,2,69,0,East,8,1467410
1954,1,1,23,2,South,9,633277
1010,5,2,87,2,West,1,451805
2992,4,3,69,3,North,4,1075304
2790,1,1,14,0,East,8,892110
1968,2,3,96,2,Central,2,612849
3618,3,1,20,3,North,4,1260306
4700,1,2,20,3,West,2,1513098
2172,1,1,46,0,South,8,638469
1482,1,3,71,2,South,4,462528
2143,5,2,12,2,South,3,958090
4177,1,3,89,0,East,4,1214825
3960,3,1,92,2,North,1,1196602
2270,3,2,54,0,North,5,789578
4885,4,3,1,2,South,7,1781423
2760,4,3,30,2,Central,5,1070874
3702,1,1,56,3,South,2,1109139
4671,1,3,26,0,South,1,1498751
2269,1,3,76,3,East,3,703892
1939,2,1,1,2,South,3,720439
2904,3,3,56,3,West,10,1035339
4760,5,1,42,0,East,4,1620909
1808,2,2,50,1,South,3,620730
4530,1,1,89,3,South,9,1295302
1429,2,3,13,3,East,10,622150
4641,1,3,95,1,South,2,1349384
3290,4,1,24,3,Central,1,1190788
4289,5,3,62,1,Central,7,1504766
1590,3,3,38,0,North,6,645048
1921,1,2,0,3,East,1,717927
2962,5,3,65,0,East,2,1094820
1198,5,2,51,2,West,8,593851
1280,5,1,14,2,West,10,658319
4332,5,3,21,2,East,10,1611402
3003,5,1,45,1,Central,1,1104960
3892,3,3,35,1,North,9,1344714
3141,4,2,19,2,North,10,1183516
2587,5,3,98,3,South,10,946528
2650,5,2,52,0,Central,4,1002869
4927,5,3,86,2,North,8,1675516
1880,1,3,23,0,Central,8,651143
4347,2,2,49,0,West,5,1368214
3033,1,2,67,2,West,9,912282
4815,2,3,50,3,North,9,1560033
1287,5,2,73,2,East,1,568912
1524,1,3,30,3,South,4,562382
3576,1,3,23,2,North,6,1186807
4793,4,1,5,3,North,6,1690646
4680,3,1,31,0,West,10,1523611
2114,5,1,17,2,North,6,908138
2256,2,2,41,1,Central,2,755976
1559,3,1,59,2,North,10,545675
2528,2,2,50,3,West,9,856964
3983,5,3,93,0,South,1,1353094
1447,2,3,2,1,Central,8,620624
1806,4,2,85,3,Central,4,656628
3415,3,3,24,0,East,2,1216921
4640,4,2,77,2,South,7,1522656
1545,4,1,35,3,Central,2,649213
1380,3,2,5,2,West,3,624719
4942,5,3,83,1,West,7,1658637
3023,4,1,56,3,East,5,1056206
4712,1,1,1,3,North,7,1523486
4135,4,2,80,0,South,3,1340916
4687,1,1,31,3,South,4,1446682
4202,2,3,76,2,East,1,1323114
1129,5,2,26,2,East,9,613715
2219,1,2,9,2,East,8,787651
3912,5,3,85,3,East,6,1375727
3631,3,2,54,2,South,5,1208187
4808,4,3,28,1,West,9,1679053
2245,1,1,70,3,North,10,647783
3326,1,3,74,0,Central,5,982248
2969,1,2,65,1,Central,7,872467
4439,3,2,7,2,West,10,1542308
3040,4,2,62,2,North,6,1071383
4512,2,2,85,2,East,1,1370636
2184,2,3,59,3,Central,8,762574
1779,5,2,69,0,South,5,701141
4118,4,3,57,2,South,7,1422342
1046,1,1,5,0,West,8,380333
1786,5,1,49,0,West,8,720479
4184,5,1,49,2,West,4,1461525
3414,5,1,40,1,West,6,1229991
1095,2,2,44,2,South,6,423530
2246,2,3,69,3,Central,3,749623
2963,4,3,65,1,South,7,1061678
4932,4,3,72,0,West,5,1623126
2951,3,2,61,3,North,5,1009531
3615,3,3,8,3,North,2,1333138
4002,2,1,55,1,South,4,1232821
2806,4,1,42,2,Central,7,1014556
1224,3,3,4,3,North,5,626605
3014,3,2,78,1,North,6,976587
3900,3,3,7,1,West,4,1414131
3155,3,3,78,0,West,10,1024434
4662,1,1,36,1,East,9,1414268
2478,4,3,48,0,West,1,942232
4638,1,3,64,3,North,6,1440809
3703,1,2,46,0,Central,7,1124526
1268,3,2,29,0,North,3,534030
4450,4,3,22,1,West,3,1600387
1401,3,2,25,2,East,2,598066
3124,5,2,3,0,East,6,1244893
2302,5,2,16,2,North,4,981266
3710,3,1,50,3,South,6,1221954
3946,2,3,97,3,West,6,1200585
4777,2,2,57,0,South,4,1476856
1088,4,3,97,3,East,2,459782
3649,1,1,33,2,East,10,1129768
4531,4,3,69,1,South,2,1521454
3093,5,1,2,3,South,4,1225772
2930,3,3,60,0,West,4,999800
2110,1,1,50,3,Central,1,637847
4891,1,2,49,2,East,4,1491191
3854,1,3,62,0,Central,10,1178583
4458,2,2,15,0,Central,3,1468788
3307,3,2,52,1,West,5,1108805
1360,1,1,1,0,South,10,491848
1573,1,2,66,0,South,5,456898
2545,4,3,86,0,South,3,885280
2008,5,3,12,2,North,5,940512
1119,4,3,86,1,East,10,470135
1552,3,2,68,0,Central,9,532089
2889,5,1,3,3,Central,7,1176286
4283,5,1,74,2,North,6,1429538
1127,2,1,12,3,North,5,480012
1557,4,1,23,1,East,2,654029
4291,1,1,94,3,West,7,1210050
1171,2,3,6,2,North,8,542202
1668,1,2,69,2,North,8,497467
3943,2,2,32,1,East,4,1290189
3759,3,1,43,0,Central,8,1224066
1753,5,2,58,2,East,5,746409
3537,3,3,50,1,North,7,1215866
4197,2,3,46,0,Central,10,1355500
4069,3,1,65,2,North,2,1296650
1998,1,2,42,3,East,2,657262
4289,2,1,42,0,West,4,1325650
3006,2,3,68,0,South,3,964328
1593,4,1,97,3,East,5,544602
2953,2,2,95,0,North,6,851669
4640,5,1,8,0,West,7,1651914
3144,3,1,23,1,South,9,1082320
1787,4,1,80,0,Central,7,597285
4289,5,3,5,0,West,1,1608186
3255,1,3,84,3,North,8,977170
4834,2,2,32,1,North,1,1557661
1836,5,1,83,1,East,2,667550
1270,1,1,97,0,East,9,268398
2127,2,1,56,2,North,4,682296
3290,4,3,48,2,Central,1,1210395
3084,3,2,41,3,Central,1,1080682
2179,2,2,19,1,East,8,776009
4045,5,3,28,2,South,2,1520930
4285,4,1,13,2,North,8,1502762
4919,1,1,77,3,South,3,1441192
4912,5,2,27,3,West,1,1764603
4886,2,1,2,2,North,9,1608908
4518,5,3,71,1,Central,7,1565009
4470,3,1,90,0,South,10,1334779
1683,1,1,59,2,South,6,492045
3437,5,3,88,0,East,7,1186587
4616,5,2,61,1,North,10,1586792
3440,3,3,55,0,Central,9,1164387
2868,4,3,36,0,East,6,1069241
1422,5,2,70,2,North,1,610326
2842,1,3,67,0,East,4,858811
4652,1,2,56,3,West,8,1431103
1777,3,3,27,0,East,9,725872
4676,1,1,49,1,Central,10,1403291
4671,2,3,94,2,West,1,1427028
3785,3,1,16,3,West,8,1316659
4074,1,2,23,2,West,8,1312438
1778,1,3,71,0,West,9,527374
1766,5,1,8,3,Central,6,821091
4662,2,1,61,0,South,4,1412460
2524,4,3,73,3,North,3,938255
4515,3,3,78,3,North,7,1473543
1144,4,3,74,0,East,9,491289
2037,2,2,8,3,West,5,789327
2617,5,1,80,2,North,4,931492
4908,3,1,24,2,West,9,1630583
1749,5,3,76,1,Central,6,727351
4859,3,3,72,1,South,5,1563692
2259,4,1,34,0,South,10,836379
2220,3,3,76,3,West,2,787542
2933,4,2,45,2,South,5,1062615
3058,4,3,55,3,North,9,1119734
2648,5,1,12,2,South,2,1069587
3993,5,3,97,2,West,2,1359088
1819,2,1,31,3,Central,8,638516
2755,1,3,37,1,Central,8,903527
1254,4,1,25,2,East,5,577280
1998,1,3,66,3,West,8,630144
1137,3,3,25,0,Central,9,532868
2987,3,1,55,1,West,7,979166
2039,2,3,24,2,West,9,777142
3652,5,1,17,3,East,5,1363757
4906,2,2,57,2,North,3,1531769
3936,4,1,49,3,Central,4,1337328
3207,1,1,65,3,South,5,952044
2516,3,2,94,2,Central,9,804368
2236,5,3,11,2,Central,7,1006893
2228,4,1,2,2,East,2,919225
1492,2,3,74,2,Central,4,501982
3726,1,1,45,3,Central,3,1130114
4278,2,2,13,1,North,8,1426887
3516,5,2,25,2,West,7,1326594
2609,5,3,67,1,North,8,1007870
2195,3,2,65,0,Central,10,734840
4069,1,2,44,1,North,9,1251201
2376,5,3,42,1,West,2,983781
2493,3,1,21,2,South,5,906575
3757,3,1,19,3,East,4,1291650
2619,1,1,9,0,Central,7,856807
3247,4,3,26,2,East,7,1234512
4979,1,2,83,2,West,8,1453200
1107,4,3,54,2,North,10,543342
4848,5,2,0,0,South,6,1773305
2442,1,1,13,1,West,5,799690
4600,2,1,92,1,North,10,1327246
4141,5,3,68,1,West,1,1452122
1403,4,2,32,0,South,5,607364
4040,3,2,97,2,North,9,1239639
3514,5,3,39,3,East,6,1343041
3466,3,1,31,1,East,6,1176925
3804,4,2,1,0,North,7,1396357
1950,4,1,92,0,North,5,623556
1285,1,3,31,0,East,3,467741
4107,4,1,14,2,East,4,1453630
2958,3,1,84,0,West,1,889455
3349,2,1,0,1,East,1,1153305
1123,1,3,21,1,North,4,437985
2950,4,1,6,2,South,3,1118975
4194,5,3,66,3,Central,6,1498735
3599,1,2,42,3,South,10,1141137
4174,3,1,67,2,East,7,1313524
4164,4,3,3,2,East,2,1559481
3207,4,2,95,3,South,7,1060731
3660,2,2,77,0,West,4,1098506
1372,4,1,76,0,North,1,495206
4191,4,3,55,3,South,2,1470471
1612,1,2,81,1,Central,10,443932
2608,2,3,30,1,East,1,929661
2471,3,1,29,0,East,3,859831
3530,2,2,33,1,West,10,1156962
4763,2,3,86,1,Central,6,1465758
3119,5,3,8,0,North,6,1268454
1937,2,3,55,2,North,9,681316
1529,5,2,86,3,West,10,634528
3863,1,1,33,2,West,2,1194622
2736,5,2,48,1,East,10,1048474
4840,4,2,92,3,South,4,1566385
1095,2,1,64,0,Central,10,332596
3625,1,1,37,0,South,1,1094970
4582,2,1,36,3,North,8,1467489
4959,2,2,73,3,West,8,1523218
3779,3,2,35,0,East,9,1268675
4393,3,3,71,3,Central,4,1436398
4274,3,1,29,3,Central,8,1430021
4929,3,2,38,1,West,8,1617141
2013,2,1,51,1,West,10,641000
2207,1,1,52,2,North,8,652548
3772,5,2,61,0,South,6,1309691
4175,3,2,61,2,North,7,1369981
1016,2,3,66,3,North,9,384004
3608,1,1,92,2,North,2,995591
4306,4,1,4,1,West,10,1529773
4456,1,1,17,1,Central,6,1388663
1795,5,1,45,2,Central,7,753553
2530,3,2,70,0,East,10,837388
4916,1,2,79,2,West,5,1445684
3553,3,1,61,1,East,8,1137261
3290,4,1,10,1,East,6,1205908
4633,3,3,34,0,West,4,1555672
4832,5,1,82,3,South,5,1599367
2784,2,3,61,0,South,10,912712
1694,1,2,33,3,East,9,587733
2257,4,2,4,3,South,5,963017
2659,5,1,66,1,Central,4,962264
2404,1,1,35,0,South,5,733183
2395,3,3,71,2,East,3,840953
4434,4,3,40,0,West,10,1545771
4514,1,1,71,3,East,9,1314451
3887,4,2,6,3,North,8,1448966
2307,4,1,62,2,North,2,809157
2074,4,2,22,0,East,5,841609
2174,3,1,91,0,North,7,645974
1761,1,2,23,0,East,4,592885
1024,4,1,11,1,West,3,526662
2099,2,1,82,3,East,5,630399
1373,3,3,49,2,North,6,567188
4564,4,1,93,2,West,8,1436723
4003,2,2,89,1,North,9,1196351
2529,3,2,41,2,West,10,902728
3582,3,2,74,1,North,2,1138785
1828,2,3,14,3,South,4,731509
3959,1,2,71,2,South,9,1169970
4747,2,2,87,3,North,4,1433844
2461,5,1,83,1,Central,4,864067
1171,4,1,39,0,South,4,511441
3608,1,1,22,2,North,3,1128625
4013,2,3,79,0,West,3,1239748
2010,4,3,68,2,East,3,785939
1121,1,1,53,2,North,2,325572
1974,3,3,89,0,South,8,658383
2482,4,2,10,2,West,9,999365
1211,2,3,1,1,South,8,568018
4465,1,3,12,0,Central,8,1463685
4649,5,3,63,2,West,3,1637499
2875,2,2,84,1,Central,10,866761
1227,4,2,93,1,South,8,450955
4343,5,1,41,2,Central,7,1524578
2628,4,3,34,2,West,8,1031895
4446,5,3,70,0,South,10,1524532
3110,5,2,48,1,Central,5,1160873
1910,5,3,13,3,North,8,913316
2717,1,3,9,2,South,2,950295
1252,5,2,53,0,East,7,579510
1057,3,2,59,2,South,7,423403
1435,1,1,13,0,East,4,478237
1844,2,3,49,1,Central,10,649564
2923,3,3,89,2,North,7,967728
4549,5,1,58,2,East,7,1548752
4344,5,1,71,2,East,8,1467290
4011,1,3,0,0,North,1,1349501
1838,1,2,7,0,East,10,648154
2922,2,1,21,2,West,6,982220
1948,5,2,97,0,North,7,700832
1351,2,1,67,3,North,3,428194
1550,1,1,71,2,East,2,422114
3879,5,3,35,2,West,9,1463050
3025,2,3,72,3,Central,10,981977
2647,5,2,11,1,South,8,1096032
4651,4,1,12,3,Central,10,1628085
1860,3,1,33,1,South,2,679017
2918,5,1,22,2,North,7,1130838
2064,4,2,77,2,West,1,738864
3022,2,2,80,1,West,8,910279
4293,1,2,66,1,Central,7,1277268
2721,2,3,42,3,Central,10,950238
1325,2,1,99,1,South,3,348596
2049,3,3,27,0,South,8,809125
1904,2,1,47,1,West,9,626725
3691,2,2,47,2,North,5,1195779
2436,1,3,82,1,South,5,726075
4547,1,3,43,0,North,6,1410383
2425,1,2,18,0,North,10,801809
1929,4,1,33,0,East,5,742346
3660,4,1,56,2,Central,5,1232015
4489,2,2,49,2,South,3,1428194
4160,4,2,68,0,South,9,1373834
4926,1,1,3,2,Central,2,1580103
3315,3,3,56,2,Central,6,1134928
3502,1,3,91,1,Central,3,1019136
3333,1,3,24,0,North,10,1084950
4198,2,2,33,2,Central,3,1363419
4887,1,3,52,0,Central,2,1496209
2142,1,1,80,2,East,1,589664
2881,2,2,46,2,West,8,942895
1334,3,2,14,0,East,1,590520
3126,3,3,6,2,East,9,1187452
1683,1,3,89,3,West,9,498783
4286,4,2,9,3,East,7,1566887
3408,1,2,51,0,West,2,1028109
1844,1,2,38,2,East,4,602486
1420,2,1,96,3,South,9,387050
4153,3,2,66,1,South,3,1327864
4894,5,3,24,0,North,8,1751447
1763,2,2,45,3,Central,6,638805
2571,3,2,44,3,West,10,928727
4585,4,3,12,0,East,7,1641848
2193,2,2,39,0,South,7,747149
3085,1,1,13,0,South,10,971702
4462,3,2,47,1,Central,8,1458741
3317,3,3,58,2,West,3,1147307
2817,3,3,26,2,Central,5,1049416
3587,1,3,54,0,South,5,1099572
2600,2,2,95,3,West,2,785248
1662,2,2,11,2,East,7,660429
1795,5,3,30,0,South,3,819720
2523,1,2,75,0,West,4,707206
2202,5,1,0,2,West,4,958648
2116,3,1,44,2,West,6,737874
1618,5,3,35,3,West,5,794891
2917,4,2,76,2,North,9,994778
1699,4,1,13,3,East,7,738938
4564,5,1,58,0,North,1,1537082
1331,2,2,42,0,South,2,466091
3386,5,3,68,3,West,7,1256434
2377,4,2,54,2,North,5,882044
4019,3,2,37,3,South,7,1365414
2496,1,1,13,2,West,1,825941
3352,3,2,2,2,South,9,1222993
1939,4,3,58,0,West,3,757235
1327,5,2,37,0,North,5,630072
1057,4,2,65,3,West,2,481659
2670,5,1,34,0,Central,10,1013382
1891,4,3,91,0,Central,2,674902
3335,2,3,59,2,East,1,1099740
1398,4,2,39,0,Central,9,594426
3128,4,3,6,3,East,8,1246674
1204,5,1,5,1,North,6,644021
3525,5,2,16,0,Central,7,1344395
2108,1,2,92,0,East,4,562456
4135,5,3,7,3,West,2,1589028
4502,4,3,12,3,Central,5,1646198
2770,1,1,65,1,North,6,798197
